lex,sp,gloss,voc_lex
CKWL/,subs,loss of children,שְׁכֹול
>LMN/,subs,widowhood,אַלְמֹן
HWH/,subs,disaster,הֹוָה
HBR[,verb,divide,הבר
<YB===/,subs,idol,עֹצֶב
XVM[,verb,restrain,חטם
VPX[,verb,spread,טפח
M<H/,subs,grain,מָעָה
XD/,adjv,sharp,חַד
MR<JT/,subs,pasturage,מַרְעִית
SJNJM/,nmpr,Aswan,סִינִים
<WL/,subs,suckling,עוּל
HRJST/,subs,ruin,הֲרִיסֻת
CKLJM/,subs,childlessness,שִׁכֻּלִים
CKWL==/,adjv,bereaved of children,שָׁכוּל
GLMWD/,adjv,barren,גַּלְמוּד
SWR/,adjv,backsliding,סוּר
XYN/,subs,bosom,חֹצֶן
JRJB/,subs,opponent,יָרִיב
<SJS/,subs,juice,עָסִיס
QDRWT/,subs,darkness,קַדְרוּת
<WT=[,verb,<uncertain>,עות
RQ/,subs,spittle,רֹק
<C/,subs,moth,עָשׁ
ZJQH/,subs,fire-arrow,זִיקָה
M<YBH/,subs,pain,מַעֲצֵבָה
MQBT=/,subs,hole,מַקֶּבֶת
ZMRH/,subs,melody,זִמְרָה
MLX=[,verb,disperse,מלח
GDWPH/,subs,reviling word,גִּדּוּפָה
SS/,subs,moth,סָס
XLL=[,verb,pierce,חלל
M<MQJM/,subs,depths,מַעֲמַקִּים
Y<H[,verb,put in chains,צעה
QB<T/,subs,cup,קֻבַּעַת
TR<LH/,subs,reeling,תַּרְעֵלָה
MKMR/,subs,net,מִכְמָר
CKR/,adjv,drunk,שָׁכֻר
JGH[,verb,grieve,יגה
CXH[,verb,bow down,שׁחה
CBJH/,subs,captive,שְׁבִיָּה
N>H[,verb,be lovely,נאה
MCXT=/,subs,destruction,מִשְׁחָת
JWNQ/,subs,sapling,יֹונֵק
XDL/,adjv,ceasing,חָדֵל
MSTR=/,subs,making hide face,מַסְתֵּר
<YR/,subs,restraint,עֹצֶר
<LWMJM/,subs,youth,עֲלוּמִים
CYP/,subs,flowing,שֶׁצֶף
KDKD/,subs,ruby,כַּדְכֹּד
>QDX/,subs,beryl,אֶקְדָּח
MXTH=/,subs,terror,מְחִתָּה
GWR=[,verb,attack,גור
MX>[,verb,clap,מחא
SRPD/,subs,nettle,סִרְפַּד
NBX[,verb,bark,נבח
HZH[,verb,pant,הזה
CWR=[,verb,descend,שׁור
RQX=/,subs,ointment,רִקֻּחַ
XJH==/,subs,life,חַיָּה
QBWY/,subs,<uncertain>,קִבּוּץ
DK>/,adjv,crushed,דַּכָּא
CWBB=/,adjv,apostate,שֹׁובָב
NXMJM/,subs,comfort,נִחֻמִים
NJB/,subs,fruit,נִיב
RPC/,subs,sea-weed,רֶפֶשׁ
QRBH/,subs,approach,קִרְבָה
<YB=====/,subs,<uncertain>,עַצָּב
MYH=/,subs,contention,מַצָּה
KPP[,verb,bend,כפף
XRYB/,subs,fetter,חַרְצֹב
MRWD/,subs,homelessness,מָרוּד
>RWKH/,subs,healing,אֲרוּכָה
CW<[,verb,cry,שׁוע
YXYXH/,subs,scorched land,צַחְצָחָה
G>L=[,verb,pollute,גאל
QWR/,subs,thread,קוּר
<KBJC/,subs,spider,עַכָּבִישׁ
<QC[,verb,crook,עקשׁ
NGHH/,subs,brightness,נְגֹהָה
GCC[,verb,grope,גשׁשׁ
>CMNJM/,subs,<uncertain>,אַשְׁמַנִּים
TLBCT/,subs,clothing,תִּלְבֹּשֶׁת
ZRX/,subs,flashing up,זֶרַח
NHR=[,verb,beam,נהר
BKR=/,subs,young male camel,בֵּכֶר
<JPH==/,nmpr,Ephah,עֵיפָה
CD===/,subs,breast,שֹׁד
MV</,subs,planting,מַטָּע
PQX_QWX/,subs,opening,פְּקַח קֹוחַ
M<VH/,subs,wrap,מַעֲטֶה
>KR/,subs,farmer,אִכָּר
JMR[,verb,<uncertain>,ימר
J<V[,verb,<uncertain>,יעט
<DH[,verb,adorn,עדה
YNJP/,subs,turban,צָנִיף
DMJ/,subs,rest,דֳּמִי
XMWY/,adjv,coloured,חָמוּץ
PWRH/,subs,trough,פּוּרָה
NYX=/,subs,blood-spout,נֵצַח
G>WLJM/,subs,avenge,גְּאוּלִים
QCX[,verb,be hard,קשׁח
HMS/,subs,brush-wood,הֶמֶס
<DH==/,subs,menstruation,עִדָּה
NYWRJM/,subs,watch-huts,נְצוּרִים
GD===/,nmpr,<god of fortune>,גַּד
MNJ/,nmpr,destiny,מְנִי
MMSK/,subs,mixed wine,מִמְסָךְ
HDM/,subs,foot-stool,הֲדֹם
MGWRH/,subs,horror,מְגֹורָה
NDH[,verb,exclude,נדה
TNXWMJM/,subs,consolation,תַּנְחוּמִים
MYY[,verb,sip,מצץ
ZJZ=/,subs,udder,זִיז
SWP[,verb,end,סוף
PWL=/,nmpr,Libyans,פּוּל
KRKRH/,subs,dromedary,כִּרְכָּרָה
DR>WN/,subs,abhorrence,דֵּרָאֹון
KLWLT/,subs,bridehood,כְּלוּלֹת
CWXH/,subs,pit,שׁוּחָה
F<R=[,verb,bristle,שׂער
TXPNXS/,nmpr,Tahpanhes,תַּחְפַּנְחֵס
MCWBH/,subs,apostasy,מְשׁוּבָה
PXDH/,subs,<uncertain>,פַּחְדָּה
MWSRH/,subs,band,מֹוסֵרָה
NTR/,subs,natron,נֶתֶר
BRJT=/,subs,alkaline salt,בֹּרִית
KTM[,verb,defile,כתם
BKRH=/,subs,young female camel,בִּכְרָה
FRK[,verb,run aimlessly,שׂרך
T>NH==/,subs,rutting,תַּאֲנָה
YM>H/,subs,thirst,צִמְאָה
M>PLJH/,subs,<uncertain>,מַאְפֵּלְיָה
RWD[,verb,roam,רוד
>LWP=/,adjv,familiar,אַלּוּף
BGWD/,adjv,treacherous,בָּגֹוד
QL=/,subs,lightness,קֹל
PZR[,verb,scatter,פזר
TXNWN/,subs,supplication,תַּחֲנוּן
NJR[,verb,till,ניר
NJR/,subs,tilled ground,נִיר
SBK=/,subs,thicket,סְבֹךְ
<NNH/,subs,rain cloud,עֲנָנָה
SKL/,adjv,foolish,סָכָל
<B==/,subs,thicket,עָב
KP=/,subs,rock,כֵּף
JPH[,verb,be beautiful,יפה
<GB[,verb,desire,עגב
JPX[,verb,gasp,יפח
JZN[,verb,be ruttish,יזן
CKH[,verb,be potent,שׁכה
CRH/,subs,<uncertain>,שָׁרָה
RCC[,verb,shatter,רשׁשׁ
JQWC/,subs,fowler,יָקוּשׁ
KLWB/,subs,basket,כְּלוּב
<CT=[,verb,be smooth?,עשׁת
C<RWR/,adjv,horrible,שַׁעֲרוּר
BJT_HKRM/,nmpr,Beth Hakkerem,בֵּית הַכֶּרֶם
NWH==/,adjv,<uncertain>,נָוֶה
<YH===/,subs,wood,עֵצָה
BJR/,subs,<uncertain>,בַּיִר
SLSLH/,subs,shoot,סַלְסִלָּה
<WLL=/,subs,child,עֹולָל
MRGW</,subs,rest,מַרְגֹּועַ
<RB===[,verb,be pleasing,ערב
PLC[,verb,roll,פלשׁ
TMRWRJM/,subs,bitterness,תַּמְרוּרִים
BXWN/,subs,examiner,בָּחֹון
XRR[,verb,be hot,חרר
MPX/,subs,bellow,מַפֻּחַ
PRJY/,subs,robber,פָּרִיץ
KWN/,subs,cake,כַּוָּן
MLKT/,subs,queen of heaven,מְלֶכֶת
MW<YH/,subs,counsel,מֹועֵצָה
HRGH/,subs,slaughter,הֲרֵגָה
CWBB/,adjv,apostate,שֹׁובֵב
NYX[,verb,prevail,נצח
TRMJT/,subs,deceitfulness,תַּרְמִית
SJS/,subs,swift-bird,סִיס
<V/,subs,stylus,עֵט
MRP>/,subs,healing,מַרְפֵּא
B<TH/,subs,terror,בְּעָתָה
NXRH/,subs,snorting,נַחֲרָה
MYHLWT/,subs,neighing,מִצְהָלֹות
MBLJGJT/,subs,<uncertain>,מַבְלִיגִית
>RB/,subs,ambush,אֹרֶב
NHJ/,subs,lamentation,נְהִי
NWH=/,subs,pasture,נָוָה
<P<PJM/,subs,beaming eyes,עַפְעַפִּים
<MJR/,subs,grass,עָמִיר
MFMRH/,subs,nail,מַשְׂמֵרָה
TMR==/,subs,scare-crow,תֹּמֶר
J>H[,verb,be fitting,יאה
KSL[,verb,be insolent,כסל
>WPZ/,nmpr,Uphaz,אוּפָז
K,prep,like,כְּ
DNH,prde,this,דְּנָה
>MR[,verb,say,אמר
L,prep,to,לְ
>LH/,subs,god,אֱלָהּ
DJ,prep,<relative>,דִּי
CMJN/,subs,heaven,שְׁמַיִן
W,conj,and,וְ
>RQ/,subs,earth,אֲרַק
L>,nega,not,לָא
<BD[,verb,do,עבד
>BD[,verb,perish,אבד
MN,prep,from,מִן
>R</,subs,earth,אֲרַע
TXWT/,subs,underneath,תְּחֹות
>LH,prde,these,אֵלֶּה
NFJ>=/,subs,fog,נָשִׂיא
T<T<JM/,subs,mockery,תַּעְתֻּעִים
KN<H/,subs,load,כִּנְעָה
MZMH/,subs,purpose,מְזִמָּה
HMLH/,subs,sound,הֲמֻלָּה
DLJT/,subs,foliage,דָּלִית
>BL=[,verb,dry up,אבל
JDDWT/,subs,beloved one,יְדִדוּת
YBW</,subs,hyena,צָבוּעַ
CMM/,adjv,desolate,שָׁמֵם
CKRWN/,subs,drunkenness,שִׁכָּרֹון
GWH/,subs,pride,גֵּוָה
DM<[,verb,shed tears,דמע
XMS[,verb,treat violently,חמס
XBRBRT/,subs,skin-specks,חֲבַרְבֻּרֹת
MNT/,subs,portion,מְנָת
N>PJM/,subs,adultery,נִאֻפִים
BYRT/,subs,drought,בַּצֹּרֶת
>JLT=/,subs,doe,אַיֶּלֶת
MQWH==/,subs,hope,מִקְוֶה
DHM[,verb,surprise,דהם
GCM[,verb,rain,גשׁם
<JR===/,subs,excitement,עִיר
CRH[,verb,let loose,שׁרה
>KZB/,adjv,deceitful,אַכְזָב
MMWTJM/,subs,death,מְמֹותִים
MRZX/,subs,banquet,מַרְזֵחַ
XNJNH/,subs,kindness,חֲנִינָה
DJG[,verb,fish,דיג
YJD==/,subs,hunter,צַיָּד
CMJR=/,subs,diamond,שָׁמִיר
<R<R/,subs,juniper,עַרְעָר
XRRJM/,subs,lava desert,חֲרֵרִים
MLXH/,subs,salt country,מְלֵחָה
CTL[,verb,transplant,שׁתל
JWBL=/,subs,canal,יוּבַל
CBRWN/,subs,breakdown,שִׁבָּרֹון
C<RWRJ/,adjv,horrible,שַׁעֲרוּרִי
QR=/,adjv,cool,קַר
CBJL/,subs,path,שְׁבִיל
XRSJT/,subs,sherd,חַרְסִית
CRQH=/,subs,whistling,שְׁרִקָה
PCXWR/,nmpr,Pashhur,פַּשְׁחוּר
>MR===/,nmpr,Immer,אִמֵּר
MHPKT/,subs,stock,מַהְפֶּכֶת
JQR=/,subs,preciousness,יְקָר
FXWQ/,subs,laughter,שְׂחֹוק
QLS/,subs,derision,קֶלֶס
YL<=/,subs,stumbling,צֶלַע
MLKJH/,nmpr,Malkijah,מַלְכִּיָּה
YPNJH/,nmpr,Zephaniah,צְפַנְיָה
M<FJH/,nmpr,Maaseiah,מַעֲשֵׂיָה
NBWKDR>YR/,nmpr,Nebuchadnezzar,נְבוּכַדְרֶאצַּר
<CWQ/,subs,oppressor,עָשֹׁוק
CCR/,subs,minium,שָׁשַׁר
MRWYH=/,subs,extortion,מְרוּצָה
CLWH/,subs,ease,שַׁלְוָה
KNJHW/,nmpr,Jehoiachin,כָּנְיָהוּ
JGWR/,adjv,fearing,יָגֹור
<YB====/,subs,form,עֶצֶב
XLQLQWT/,subs,smoothness,חֲלַקְלַקֹּות
TPLH=/,subs,unseemliness,תִּפְלָה
XNPH/,subs,alienation,חֲנֻפָּה
S<R/,subs,storm,סַעַר
PYY[,verb,shatter,פצץ
N>M[,verb,speak,נאם
PXZWT/,subs,boasting,פַּחֲזוּת
KLMWT/,subs,insult,כְּלִמּוּת
JKNJHW/,nmpr,Jehoiachin,יְכָנְיָהוּ
R>CWNJ/,adjv,first,רִאשֹׁונִי
<WY=/,nmpr,Uz,עוּץ
BWZ==/,nmpr,Buz,בּוּז
ZMRJ=/,nmpr,Zimri,זִמְרִי
CCK/,nmpr,Sheshach,שֵׁשַׁךְ
QJH[,verb,vomit,קיה
SK/,subs,cover,סֹךְ
MWRCTJ/,adjv,from Moresheth,מֹורַשְׁתִּי
<J/,subs,heap,עִי
>WRJHW/,nmpr,Uriah,אוּרִיָּהוּ
CM<JHW/,nmpr,Shemaiah,שְׁמַעְיָהוּ
JRMJH/,nmpr,Jeremiah,יִרְמְיָה
KCP=/,subs,sorcerer,כַּשָּׁף
JKWNJH/,nmpr,Jehoiachin,יְכֹונְיָה
XNNJH/,nmpr,Hananiah,חֲנַנְיָה
<ZWR/,nmpr,Azzur,עַזּוּר
JKNJH/,nmpr,Jehoiachin,יְכָנְיָה
>L<FH/,nmpr,Elasah,אֶלְעָשָׂה
GMRJH/,nmpr,Gemariah,גְּמַרְיָה
TQWH/,subs,hope,תִּקְוָה
C<R==/,adjv,burst,שֹׁעָר
QWLJH/,nmpr,Kolaiah,קֹולָיָה
NXLMJ/,adjv,Nehelamite,נֶחֱלָמִי
YJNQ/,subs,collar,צִינֹק
C>N[,verb,be at ease,שׁאן
MZWR/,subs,ulcer,מָזֹור
RPW>H/,subs,healing,רְפוּאָה
T<LH=/,subs,healing,תְּעָלָה
C>S[,verb,<uncertain>,שׁאס
Y<R[,verb,be small,צער
MXWL/,subs,round dance,מָחֹול
D>B[,verb,languish,דאב
JQJR/,adjv,precious,יַקִּיר
TMRWRJM=/,subs,sign-post,תַּמְרוּרִים
XMQ[,verb,turn away,חמק
QHH[,verb,be dull,קהה
XNN>L/,nmpr,Hananel,חֲנַנְאֵל
G<H/,nmpr,Goah,גֹּעָה
XNM>L/,nmpr,Hanamel,חֲנַמְאֵל
BRWK/,nmpr,Baruch,בָּרוּךְ
NRJH/,nmpr,Neriah,נֵרִיָּה
MXSJH/,nmpr,Mahseiah,מַחְסֵיָה
<LJLJH/,subs,deed,עֲלִילִיָּה
>ZR</,subs,arm,אֶזְרֹעַ
N<RWT/,subs,youth,נְעֻרֹות
<TRT/,subs,<uncertain>,עֲתֶרֶת
JFXQ/,nmpr,Isaac,יִשְׂחָק
RKBJ/,adjv,Recabite,רֵכָבִי
J>ZNJH/,nmpr,Jaazaniah,יַאֲזַנְיָה
XBYNJH/,nmpr,Habazziniah,חֲבַצִּנְיָה
XNN/,nmpr,Hanan,חָנָן
JGDLJHW/,nmpr,Igdaliah,יִגְדַּלְיָהוּ
M<FJHW/,nmpr,Maaseiah,מַעֲשֵׂיָהוּ
MGLH/,subs,roll,מְגִלָּה
GMRJHW/,nmpr,Gemariah,גְּמַרְיָהוּ
DLJHW/,nmpr,Delaiah,דְּלָיָהוּ
XNNJHW/,nmpr,Hananiah,חֲנַנְיָהוּ
JHWDJ=/,nmpr,Jehudi,יְהוּדִי
NTNJHW/,nmpr,Nethaniah,נְתַנְיָהוּ
CLMJHW/,nmpr,Shelemiah,שֶׁלֶמְיָהוּ
KWCJ/,nmpr,Cushi,כּוּשִׁי
NRJHW/,nmpr,Neriah,נֵרִיָּהוּ
DJW/,subs,ink,דְּיֹו
>X==/,subs,brazier,אָח
JRXM>L/,nmpr,Jerahmeel,יְרַחְמְאֵל
FRJHW/,nmpr,Seraiah,שְׂרָיָהוּ
<ZRJ>L/,nmpr,Azriel,עַזְרִיאֵל
<BD>L/,nmpr,Abdeel,עַבְדְּאֵל
JHWKL/,nmpr,Jehucal,יְהוּכַל
CLMJH/,nmpr,Shelemiah,שֶׁלֶמְיָה
KLW>/,subs,prison,כְּלוּא
PQDT/,subs,oversight,פְּקִדֻת
JR>JJH/,nmpr,Irijah,יִרְאִיָּיה
XNWT/,subs,room,חָנוּת
JWKL/,nmpr,Jehucal,יוּכַל
MLKJHW/,nmpr,Malkijah,מַלְכִּיָּהוּ
<BD_MLK/,nmpr,Ebed-Melech,עֶבֶד מֶלֶךְ
BLWJ/,subs,waste,בְּלֹוי
SXBWT/,subs,rags,סְחָבֹות
MLX==/,subs,rag,מֶלַח
>YJL==/,subs,armpit,אַצִּיל
BY/,subs,silt,בֹּץ
NRGL_FR_>YR/,nmpr,Nergal-Sharezer,נֵרְגַל שַׂר אֶצֶר
SMGR_NBW/,nmpr,Samgar-Nebo,סַמְגַּר נְבוּ
FR_SKJM/,nmpr,Sarsekim,שַׂר סְכִים
MG/,subs,official,מָג
JGB/,subs,compulsory labour,יָגֵב
NBWCZBN/,nmpr,Nebushazban,נְבוּשַׁזְבָּן
>ZQJM/,subs,handcuffs,אֲזִקִּים
GDLJH/,nmpr,Gedaliah,גְּדַלְיָה
<JPJ/,nmpr,Ephai,עֵיפַי
JZNJHW/,nmpr,Jezaniah,יְזַנְיָהוּ
B<LJS/,nmpr,Baalis,בַּעֲלִיס
GRWT/,subs,lodging-place,גֵּרוּת
JZNJH/,nmpr,Jezaniah,יְזַנְיָה
HWC<JH/,nmpr,Hoshaiah,הֹושַׁעְיָה
MLV/,subs,mortar,מֶלֶט
CPRJR/,subs,state tent,שַׁפְרִיר
<YB=[,verb,shape,עצב
QVR/,subs,<uncertain>,קִטֵּר
XPR</,nmpr,Hophra,חָפְרַע
NKW/,nmpr,Neco,נְכֹו
SRJWN/,subs,scaly coat,סִרְיֹון
SXP[,verb,wash away,סחף
PJH/,subs,<uncertain>,פִּיָּה
QRY/,subs,mosquito,קֶרֶץ
>MWN===/,nmpr,Amon,אָמֹון
N>=/,nmpr,Thebes,נֹא
C<VH/,subs,stamping,שְׁעָטָה
RPJWN/,subs,despair,רִפָּיֹון
MDMN/,nmpr,Madmen,מַדְמֵן
<RW<R/,subs,<uncertain>,עֲרֹועֵר
NY>[,verb,<uncertain>,נצא
RMJH/,subs,looseness,רְמִיָּה
BJT_DBLTJM/,nmpr,Beth Diblathaim,בֵּית דִּבְלָתָיִם
BJT_GMWL/,nmpr,Beth Gamul,בֵּית גָּמוּל
BJT_M<WN/,nmpr,Beth Meon,בֵּית מְעֹון
GDWDH/,subs,incision,גְּדוּדָה
MLKM=/,nmpr,Malcam,מַלְכָּם
SRX=[,verb,be corrupt,סרח
TPLYT/,subs,horror,תִּפְלֶצֶת
XGW/,subs,abode,חָגוּ
RVV/,subs,panic,רֶטֶט
CLJW/,adjv,quiet,שָׁלֵיו
MRDK/,nmpr,Marduk,מְרֹדָךְ
PWC[,verb,paw the ground,פושׁ
JDH=[,verb,shoot,ידה
>CJH/,subs,pillar,אָשְׁיָה
MGL/,subs,sickle,מַגָּל
MRTJM/,nmpr,Merathaim,מְרָתַיִם
PQWD/,nmpr,Pekod,פְּקֹוד
M>BWS/,subs,granary,מַאֲבוּס
<RMH=/,subs,heap,עֲרֵמָה
RB===/,subs,dart,רַב
>LMN=/,subs,widower,אַלְמָן
JLQ/,subs,locust,יֶלֶק
MPY=/,subs,club,מַפֵּץ
MNJ=/,nmpr,Minni,מִנִּי
VPSR/,subs,official,טִפְסָר
SMR/,adjv,bristly,סָמָר
KRF/,subs,belly,כָּרֵשׂ
N<R=[,verb,growl,נער
GWR=/,subs,whelp,גֹּור
BL<=/,subs,what is swallowed,בֶּלַע
>NQ[,verb,sigh,אנק
>MWN=/,subs,fondling,אָמֹון
KBR=/,nmpr,Kebar,כְּבָר
JWJKJN/,nmpr,Jehoiachin,יֹויָכִין
JXZQ>L/,nmpr,Ezekiel,יְחֶזְקֵאל
BWZJ=/,nmpr,Buzi,בּוּזִי
XCML/,subs,<kind of metal>,חַשְׁמַל
NYY[,verb,sparkle,נצץ
QLL/,adjv,burnished,קָלָל
RY>[,verb,<uncertain>,רצא
BZQ/,subs,<uncertain>,בָּזָק
SRB/,adjv,obstinate,סָרָב
SLWN/,subs,prickle,סִלֹּון
HGH/,subs,whisper,הֶגֶה
HJ/,subs,wailing,הִי
TL_>BJB/,nmpr,Tel Abib,תֵּל אָבִיב
XK/,subs,palate,חֵךְ
DXN/,subs,millet,דֹּחַן
KSMJM/,subs,spelt,כֻּסְּמִים
MCQWL/,subs,weight,מִשְׁקֹול
GL==/,subs,dung-cake,גֵּל
<WG[,verb,bake,עוג
YPJ</,subs,dung,צָפִיעַ
CMMWN/,subs,horror,שִׁמָּמֹון
GLB/,subs,barber,גַּלָּב
HMN/,subs,<uncertain>,הַמָן
TWKXT/,subs,rebuke,תֹּוכַחַת
QWV[,verb,loath,קוט
>X,intj,alas,אָח
DBLH=/,nmpr,Riblah,דִּבְלָה
HD/,subs,<uncertain>,הֵד
HMH/,subs,<uncertain>,הֵמֶה
NH/,subs,<uncertain>,נֹהַּ
TQW</,subs,<uncertain>,תָּקֹועַ
BWCH/,subs,shame,בּוּשָׁה
QPDH/,subs,anguish,קְפָדָה
ZHR/,subs,shining,זֹהַר
B>H/,subs,entrance,בִּאָה
XTR[,verb,dig,חתר
MQVRT/,subs,censer,מִקְטֶרֶת
<TR/,subs,perfume,עָתָר
TMWZ/,nmpr,Tammuz,תַּמּוּז
MCXT/,subs,destruction,מַשְׁחֵת
MPY/,subs,shattering,מַפָּץ
LBWC=/,adjv,clad,לָבוּשׁ
QST/,subs,writing-case,קֶסֶת
TW/,subs,mark,תָּו
MVH====/,subs,crookedness,מֻטֶּה
PLVJHW/,nmpr,Pelatiah,פְּלַטְיָהוּ
MYWDH=/,subs,net,מְצוּדָה
>GP/,subs,troop,אֲגַף
RGZH/,subs,agitation,רָגְזָה
MQSM/,subs,divination,מִקְסָם
KTB/,subs,writing,כְּתָב
V<H[,verb,wander,טעה
XJY/,subs,wall,חַיִץ
TPL/,subs,whitewash,תָּפֵל
>LGBJC/,subs,ice-crystal,אֶלְגָּבִישׁ
VJX/,subs,coating,טִיחַ
KST/,subs,band,כֶּסֶת
MSPXWT/,subs,veils,מִסְפָּחֹות
PTWT/,subs,fragment,פְּתֹות
PRX=[,verb,fly?,פרח
K>H[,verb,dishearten,כאה
DNJ>L/,nmpr,Daniel,דָּנִיֵּאל
>JWB/,nmpr,Job,אִיֹּוב
MKWRH/,subs,origin,מְכוּרָה
CR/,subs,navel,שֹׁר
MC<J/,subs,<uncertain>,מִשְׁעִי
XTL[,verb,swaddle,חתל
XMLH=/,subs,compassion,חֻמְלָה
G<L/,subs,loathing,גֹּעַל
<RJH/,subs,nakedness,עֶרְיָה
MCJ/,subs,textile,מֶשִׁי
TZNWT/,subs,fornication,תַּזְנוּת
PFQ[,verb,open,פשׂק
>MLH/,subs,<uncertain>,אֲמֻלָה
LBH=/,subs,rage,לִבָּה
CLVT/,adjv,domineering,שַׁלֶּטֶת
NDH=/,subs,gift,נֵדֶה
NDN=/,subs,gift,נָדָן
CXD[,verb,give present,שׁחד
NXCT=/,subs,menstruation,נְחֹשֶׁת
BTQ[,verb,slaughter,בתק
QV/,subs,<uncertain>,קָט
FB<H=/,subs,satiety,שָׂבְעָה
CWV=[,verb,despise,שׁוט
PTXWN/,subs,inducement,פִּתָּחֹון
NWYH/,subs,plumage,נֹוצָה
YMRT/,subs,tree-top,צַמֶּרֶת
JNJQH/,subs,shoot,יְנִיקָה
QX/,subs,willow,קָח
YPYPH/,subs,willow,צַפְצָפָה
P>RH=/,subs,shoot,פֹּארָה
KPN[,verb,desire,כפן
<RWGH/,subs,garden bed,עֲרוּגָה
QSS[,verb,be scaly,קסס
PWR[,verb,destroy,פור
MBRX/,subs,<uncertain>,מִבְרָח
JWNQT/,subs,shoot,יֹונֶקֶת
TLWL/,adjv,lofty,תָּלוּל
XBLH/,subs,pledge,חֲבֹלָה
XWB/,subs,guilt,חֹוב
XBL====/,subs,pledge,חֲבֹל
GZL=/,subs,robbing,גֵּזֶל
LBJ>=/,subs,lion,לְבִיָּא
SWGR/,subs,cage,סוּגַר
<NP=/,adjv,branchy,עָנֵף
<BWT=/,subs,branch,עֲבֹות
MSRT/,subs,obligation,מָסֹרֶת
CLHBT/,subs,flame,שַׁלְהֶבֶת
YRB[,verb,burn,צרב
MRJRWT/,subs,bitterness,מְרִירוּת
XDD[,verb,be sharp,חדד
MGR[,verb,hurl,מגר
XDR[,verb,surround,חדר
>BXH/,subs,<uncertain>,אִבְחָה
M<VH=/,subs,<uncertain>,מְעֻטָּה
>XD[,verb,<uncertain>,אחד
RYX/,subs,killing,רֶצַח
<VRH/,subs,wreath,עֲטָרָה
<WH/,subs,ruin,עַוָּה
PWX[,verb,wheeze,פוח
QLSH/,subs,derision,קַלָּסָה
QBYH/,subs,gathering,קְבֻצָה
HTWK/,subs,melting,הִתּוּךְ
GCM==/,subs,<uncertain>,גֹּשֶׁם
DD/,subs,breast,דַּד
>HLH/,nmpr,Oholah,אָהֳלָה
>HLJBH/,nmpr,Oholibah,אָהֳלִיבָה
CPWV/,subs,judgment,שְׁפֹוט
<GBH/,subs,desire,עֲגָבָה
MKLWL/,subs,perfection,מִכְלֹול
XGWR/,adjv,girded,חָגֹור
VBWLJM/,subs,turban,טְבוּלִים
NQ<[,verb,be separate,נקע
ZRMH/,subs,penis,זִרְמָה
QW</,nmpr,Koa,קֹועַ
HYN/,subs,<uncertain>,הֹצֶן
L<G/,subs,derision,לַעַג
MRBH=/,subs,<uncertain>,מִרְבָּה
KXL[,verb,paint,כחל
SB>=/,subs,weed,סָבָא
DWR[,verb,circulate,דור
RTX[,verb,boil,רתח
RTX/,subs,<uncertain>,רֶתַח
XL>H/,subs,rust,חֶלְאָה
YXJX/,subs,surface,צָחִיחַ
MRQXH/,subs,ointment pot,מֶרְקָחָה
T>NJM/,subs,<uncertain>,תְּאֻנִים
MXML/,subs,<uncertain>,מַחְמַל
HCM<WT/,subs,information,הַשְׁמָעוּת
MRBY/,subs,resting place,מִרְבָּץ
C>V/,subs,scorn,שְׁאָט
SXH[,verb,scrap,סחה
MCVX/,subs,spreading-place,מִשְׁטָח
XRM=/,subs,net,חֵרֶם
MXJ/,subs,stroke,מְחִי
QBL/,subs,battering-ram,קְבֹל
RKLH/,subs,traffic,רְכֻלָּה
XTJT/,subs,terror,חִתִּית
KLL[,verb,perfect,כלל
MCWV/,subs,oar,מָשֹׁוט
>CWR=/,subs,step,אָשׁוּר
MPRF/,subs,sail,מִפְרָשׂ
>RWD=/,nmpr,Arvad,אַרְוַד
XBL==/,subs,sailor,חֹבֵל
GBL=/,nmpr,<mountain>,גְּבַל
MLX=/,subs,mariner,מַלָּח
M<RB=/,subs,exchange,מַעֲרָב
PRS=/,nmpr,Persia,פָּרַס
XJLK/,nmpr,Helech,חֵילֵךְ
GMDJM/,nmpr,Gammad,גַּמָּדִים
HWN/,subs,abundance,הֹון
<ZBWNJM/,subs,stores,עִזְבֹונִים
SXRH=/,subs,<uncertain>,סְחֹרָה
HBNJM/,subs,ebony,הָבְנִים
>CKR/,subs,tribute,אֶשְׁכָּר
BWY/,subs,byssus cloth,בּוּץ
R>MWT/,subs,<uncertain>,רָאמֹות
PNG/,subs,<uncertain>,פַּנַּג
XLBWN/,nmpr,Helbon,חֶלְבֹּון
YXR==/,nmpr,Zahar,צָחַר
WDN/,nmpr,Wedan,וְדָן
<CWT/,adjv,wrought,עָשֹׁות
XPC/,subs,cloth,חֹפֶשׁ
RKBH/,subs,driving,רִכְבָּה
KNH=/,nmpr,Canneh,כַּנֵּה
KLMD/,nmpr,Kilmad,כִּלְמַד
MKLLJM/,subs,garments,מַכְלֻלִים
GLWM/,subs,garment,גְּלֹום
GNZ/,subs,treasury,גֶּנֶז
BRMJM/,subs,two-coloured stuff,בְּרֹמִים
>RWZ/,adjv,solid,אָרוּז
MRKLT/,subs,<uncertain>,מַרְכֹּלֶת
MGRCWT/,subs,<uncertain>,מִגְרְשֹׁות
NJ/,subs,wailing,נִי
DMH/,subs,<uncertain>,דֻּמָה
F<R==/,subs,bristling,שַׂעַר
<MM[,verb,ally,עמם
JP<H/,subs,splendour,יִפְעָה
